状态	地区	学校标识码	学校名称	主管部门	所在地	办学层次	备注	adminType	categoryName	英文名称	双一流建设	官网链接	更新说明
1	河南省	4141010824	河南职业技术学院	河南省	郑州市	专科		地方公办	理工	Henan Vocational & Technical College		http://www.hnzj.edu.cn/	
1	河南省	4141010835	漯河职业技术学院	河南省	漯河市	专科		地方公办	综合	Luohe Vocational Technology College		http://www.lhvtc.edu.cn/	
1	河南省	4141010842	三门峡职业技术学院	河南省	三门峡市	专科		地方公办	理工	Sanmenxia Polytechnic		http://www.smxpt.cn	
1	河南省	4141010843	郑州铁路职业技术学院	河南省	郑州市	专科		地方公办	理工	Zhengzhou Railway Vocational & Technical College		http://www.zzrvtc.edu.cn/	
1	河南省	4141010918	黄淮学院	河南省	驻马店市	本科		地方公办	师范	Huanghuai University		http://www.huanghuai.edu.cn	
1	河南省	4141010919	平顶山学院	河南省	平顶山市	本科		地方公办	师范	Pingdingshan University		http://www.pdsu.edu.cn/	
1	河南省	4141011068	郑州工程技术学院	河南省	郑州市	本科		地方公办	理工	Zhengzhou Institute of Technology		https://www.zzut.edu.cn/	
1	河南省	4141011069	开封大学	河南省	开封市	专科		地方公办	综合	Kaifeng University		http://www.kfu.edu.cn/	
1	河南省	4141011070	洛阳理工学院	河南省	洛阳市	本科		地方公办	综合	Luoyang Institute of Science and Technology		https://www.lit.edu.cn/	
1	河南省	4141011071	新乡学院	河南省	新乡市	本科		地方公办	理工	Xinxiang University		http://www.xxu.edu.cn/	
1	河南省	4141011326	信阳农林学院	河南省	信阳市	本科		地方公办	农业	Xinyang Agriculture and Forestry University		http://www.xyafc.edu.cn/	
1	河南省	4141011329	河南工学院	河南省	新乡市	本科		地方公办	理工	Henan Institute of Technology		http://www.hneeu.edu.cn/	
1	河南省	4141011330	安阳工学院	河南省	安阳市	本科		地方公办	理工	Anyang Institute of Technology		http://www.ayit.edu.cn/	
1	河南省	4141011517	河南工程学院	河南省	郑州市	本科		地方公办	理工	Henan University Of Engineering		http://www.haue.edu.cn/	
1	河南省	4141011522	焦作大学	河南省	焦作市	专科		地方公办	理工	Jiaozuo University		http://www.jzu.cn	
1	河南省	4141011652	河南财政金融学院	河南省	郑州市	本科		地方公办	财经	Henan Finance University		http://www.hafu.edu.cn/	
1	河南省	4141011653	南阳理工学院	河南省	南阳市	本科		地方公办	理工	Nanyang Institute Of Technology		http://www.nyist.edu.cn/	
1	河南省	4141011765	河南城建学院	河南省	平顶山市	本科		地方公办	理工	Henan University of Urban Construction		http://www.hncj.edu.cn/	
1	河南省	4141011787	濮阳职业技术学院	河南省	濮阳市	专科		地方公办	理工	Puyang Vocational And Technical College		http://www.pyvtc.cn/	
1	河南省	4141011788	河南警察学院	河南省	郑州市	本科		地方公办	政法	Henan Police College		http://xsc.hnp.edu.cn/	
1	河南省	4141011828	郑州电力高等专科学校	河南省	郑州市	专科		地方公办	理工	Zhengzhou Electric Power College		http://www.zepc.edu.cn/	
1	河南省	4141011834	黄河科技学院	河南省教育厅	郑州市	本科	民办	民办高校	理工	Huanghe Science and Technology College		http://www.hhstu.edu.cn/	
1	河南省	4141012058	黄河水利职业技术学院	河南省	开封市	专科		地方公办	理工	Yellow River Conservancy Technical Institute		http://www.yrcti.edu.cn/	
1	河南省	4141012067	许昌职业技术学院	河南省	许昌市	专科		地方公办	综合	Xuchang Vocational Technical College		http://www.xcitc.edu.cn/	
1	河南省	4141012581	河南工业和信息化职业学院	河南省	焦作市	专科		地方公办	理工	Henan College Of Industry&Information Technology		http://www.hciit.edu.cn/	
1	河南省	4141012582	河南水利与环境职业学院	河南省	郑州市	专科		地方公办	理工	Henan Vocational College Of Water Conservancy And Environment		http://www.zzslxx.com	
1	河南省	4141012735	郑州警察学院	公安部	郑州市	本科		中央部属	政法	Zhengzhou Police University		http://www.rpc.edu.cn/	学校名称：2022->2023年 “铁道警察学院”更名为“郑州警察学院”
1	河南省	4141012745	商丘职业技术学院	河南省	商丘市	专科		地方公办	综合	Shangqiu Polytechnic		http://www.sqzy.com.cn	
1	河南省	4141012746	郑州科技学院	河南省教育厅	郑州市	本科	民办	民办高校	理工	Zhengzhou University of Science and Technology		http://www.zzist.net/	
1	河南省	4141012747	郑州工业应用技术学院	河南省教育厅	郑州市	本科	民办	民办高校	理工	Zhengzhou University of Industry Technology		http://www.zzhxxy.com	
1	河南省	4141012748	平顶山工业职业技术学院	河南省	平顶山市	专科		地方公办	理工	Pingdingshan Polytenchnic College		http://www.pzxy.edu.cn/	
1	河南省	4141012750	周口职业技术学院	河南省	周口市	专科		地方公办	理工	Zhoukou Vocational And Technical College		http://www.zkvtc.edu.cn/	
1	河南省	4141012768	济源职业技术学院	河南省	济源市	专科		地方公办	综合	Jiyuan Vocational And Technical College		http://www.jyvtc.com	
1	河南省	4141012781	河南司法警官职业学院	河南省	郑州市	专科		地方公办	政法	Henan Justice Police Vocational College		http://www.hnsfjg.com	
1	河南省	4141012793	鹤壁职业技术学院	河南省	鹤壁市	专科		地方公办	理工	Hebi Polytechnic		http://www.hbzy.edu.cn/	
1	河南省	4141012794	河南工业职业技术学院	河南省	南阳市	专科		地方公办	理工	Henan Polytechnic Institute		http://www.hnpi.cn	
1	河南省	4141012948	郑州澍青医学高等专科学校	河南省教育厅	郑州市	专科	民办	民办高校	医药	Zhengzhou Shuqing Medical College		http://www.shuqing.org	
1	河南省	4141012949	郑州师范学院	河南省	郑州市	本科		地方公办	师范	Zhengzhou Normal University		http://www.zznu.edu.cn/	
1	河南省	4141012950	焦作师范高等专科学校	河南省	焦作市	专科		地方公办	师范	Jiaozuo Teachers College		http://www.jzsz.cn/	
1	河南省	4141013497	郑州财经学院	河南省教育厅	郑州市	本科	民办	民办高校	财经	Zhengzhou Institute of Finance and Economic		http://www.zzjm.edu.cn/	
1	河南省	4141013498	黄河交通学院	河南省教育厅	焦作市	本科	民办	民办高校	理工	Huanghe Jiaotong University		http://www.zjtu.edu.cn/	
1	河南省	4141013499	河南检察职业学院	河南省	郑州市	专科		地方公办	政法	The College Of Henan Procuratorial Profession		http://www.hnfjc.cn/	
1	河南省	4141013500	商丘工学院	河南省教育厅	商丘市	本科	民办	民办高校	理工	Shangqiu University of Technology		http://www.sstvc.com	
1	河南省	4141013501	河南开封科技传媒学院	河南省教育厅	开封市	本科	民办	民办高校	财经			http://www.humc.edu.cn/	学校名称：2020->2021年 “河南大学民生学院”更名为“河南开封科技传媒学院”
1	河南省	4141013502	中原科技学院	河南省教育厅	郑州市	本科	民办	民办高校	师范			https://www.zykj.edu.cn/	学校名称：2020->2021年 “河南师范大学新联学院”更名为“中原科技学院”
1	河南省	4141013503	信阳学院	河南省教育厅	信阳市	本科	民办	民办高校	师范	Xinyang University		http://www.hrxy.edu.cn/	
1	河南省	4141013504	安阳学院	河南省教育厅	安阳市	本科	民办	民办高校	师范	AnYang University		http://shm.aynu.edu.cn/	
1	河南省	4141013505	新乡医学院三全学院	河南省教育厅	新乡市	本科	民办	独立学院	医药	Sanquan College of Xinxiang Medical University		http://www.sqmc.edu.cn/	
1	河南省	4141013506	新乡工程学院	河南省教育厅	新乡市	本科	民办	民办高校	理工	Economic and Technical College of Anhui Agriculture University		http://www.xxgc.edu.cn/	学校名称：2020->2021年 “河南科技学院新科学院”更名为“新乡工程学院”
1	河南省	4141013507	郑州工商学院	河南省教育厅	郑州市	本科	民办	民办高校	理工	Zhengzhou Technology and Business University		http://www.wfxy.edu.cn/	
1	河南省	4141013508	郑州经贸学院	河南省教育厅	郑州市	本科	民办	民办高校	财经	Zhengzhou University of Economics and Business		https://www.zueb.edu.cn/	学校名称：2019->2020年 “中原工学院信息商务学院”更名为“郑州经贸学院”
1	河南省	4141013564	河南质量工程职业学院	河南省	平顶山市	专科		地方公办	理工	Henan Quality Polytechnic		http://yx.gaokao.haedu.cn/	
1	河南省	4141013565	郑州信息科技职业学院	河南省	郑州市	专科		地方公办	理工	Zhengzhou Vocational University Of Information And Technology		http://www.techcollege.cn	
1	河南省	4141013780	漯河医学高等专科学校	河南省	漯河市	专科		地方公办	医药	Luohe Medical College		http://www.lhmc.edu.cn/	
1	河南省	4141013781	南阳医学高等专科学校	河南省	南阳市	专科		地方公办	医药	Nanyang Medical College		http://www.nymc.cn	
1	河南省	4141013782	商丘医学高等专科学校	河南省	商丘市	专科		地方公办	医药	Shangqiu Medical College		http://www.sqyx.edu.cn/	
1	河南省	4141013783	郑州电子信息职业技术学院	河南省教育厅	郑州市	专科	民办	民办高校	理工	Zhengzhou Professional Technical Institute Of Electronic & Information		http://www.zyfb.com/	
1	河南省	4141013784	信阳职业技术学院	河南省	信阳市	专科		地方公办	综合	Xinyang Vocational And Technical College		http://www.xyvtc.edu.cn/	
1	河南省	4141013785	嵩山少林武术职业学院	河南省教育厅	郑州市	专科	民办	民办高校	体育	Songshan Shaolin Wushu College		http://www.shaolinkungfu.edu.cn/	
1	河南省	4141013786	郑州工业安全职业学院	河南省	郑州市	专科		地方公办	理工	Zhengzhou Vocational College Of Industrial Safety		http://www.zazy.cn	
1	河南省	4141013787	永城职业学院	河南省	商丘市	专科		地方公办	综合	Yongcheng Vocational College		http://www.yczyxy.com	
1	河南省	4141013788	河南经贸职业学院	河南省	郑州市	专科		地方公办	财经	Henan Institute Of Economics And Trade		http://www.hnjmxy.cn/	
1	河南省	4141013789	河南交通职业技术学院	河南省	郑州市	专科		地方公办	理工	Henan College Of Transportation		http://www.hncc.edu.cn/	
1	河南省	4141013790	河南农业职业学院	河南省	郑州市	专科		地方公办	农林	Henan Vocational College Of Agriculture		http://www.hnac.com.cn	
1	河南省	4141013791	郑州旅游职业学院	河南省	郑州市	专科		地方公办	财经	Zhengzhou Tourism College		http://www.zztrc.edu.cn/	
1	河南省	4141013792	郑州职业技术学院	河南省	郑州市	专科		地方公办	理工	Zhengzhou Technical College		http://www.zzyedu.cn/	
1	河南省	4141013885	河南信息统计职业学院	河南省	郑州市	专科		地方公办	财经	Henan Vocational College Of Information And Statistics		http://www.hnisvc.com	
1	河南省	4141013889	河南林业职业学院	河南省	洛阳市	专科		地方公办	农林	Henan Forestry Vocational College		https://www.hnfvc.edu.cn/	
1	河南省	4141013936	河南工业贸易职业学院	河南省	郑州市	专科		地方公办	财经	Henan Industry And Trade Vocational College		http://www.hngm.cn/	
1	河南省	4141014003	商丘学院	河南省教育厅	商丘市	本科	民办	民办高校	综合	Shangqiu University		http://www.hnhyedu.net/	
1	河南省	4141014040	郑州商学院	河南省教育厅	郑州市	本科	民办	民办高校	财经	Zhengzhou Business University		http://www.zbu.edu.cn/	学校名称：2017->2019年 “郑州成功财经学院”更名为“郑州商学院”
1	河南省	4141014062	郑州电力职业技术学院	河南省教育厅	郑州市	专科	民办	民办高校	理工	Zhengzhou Electric Power Technology College		http://www.zzdl.com	
1	河南省	4141014169	河南科技职业大学	河南省教育厅	周口市	本科	民办	民办高校	理工	Henan Vocational University of Science and Technology		https://www.havust.edu.cn/	学校名称：2017->2019年 “周口科技职业学院”更名为“河南科技职业大学”；办学层次：2017->2019年 “专科”更改为“本科”
1	河南省	4141014181	河南建筑职业技术学院	河南省	郑州市	专科		地方公办	理工	Henan Technical College Of Construction		http://www.hnjs.com.cn/	
1	河南省	4141014233	漯河食品工程职业大学	河南省教育厅	漯河市	本科	民办	民办高校	综合	Luohe Vocationl College Of Food			学校名称：2023->2024年 “漯河食品职业学院”更名为“漯河食品工程职业大学”；办学层次：2023->2024年 “专科”更改为“本科”
1	河南省	4141014235	郑州城市职业学院	河南省教育厅	郑州市	专科	民办	民办高校	综合	City University Of Zhengzhou		http://www.brenda.edu.cn/	
1	河南省	4141014243	安阳职业技术学院	河南省	安阳市	专科		地方公办	理工	Anyang Vocational And Technical College		http://www.ayzy.cn	
1	河南省	4141014245	新乡职业技术学院	河南省	新乡市	专科		地方公办	理工	Xinxiang Vocational And Technical College		http://www.xxvtc.com/	
1	河南省	4141014251	驻马店职业技术学院	河南省	驻马店市	专科		地方公办	理工	Zhumadian Vocational And Technical College		http://www.zmdvtc.cn/	
1	河南省	4141014300	焦作工贸职业学院	河南省教育厅	焦作市	专科	民办	民办高校	理工	Jiaozuo College Of Industry And Trade		http://www.jzgmxy.com/	
1	河南省	4141014301	许昌陶瓷职业学院	河南省教育厅	许昌市	专科	民办	民办高校	综合	Xuchang Vocational College Of Ceramic		http://www.xccvc.com	
1	河南省	4141014302	郑州理工职业学院	河南省教育厅	郑州市	专科	民办	民办高校	理工	Zhengzhou Institute Of Technology		http://www.zzlgxy.net	
1	河南省	4141014303	郑州信息工程职业学院	河南省教育厅	郑州市	专科	民办	民办高校	理工	Zhengzhou Information Engineering Vocational College		http://www.zxxyedu.com/	
1	河南省	4141014305	长垣烹饪职业技术学院	河南省教育厅	新乡市	专科	民办	民办高校	理工	Changyuan Pengren Zhiye Jishu Xueyuan		http://www.cyprxy.net/	
1	河南省	4141014306	开封文化艺术职业学院	河南省	开封市	专科		地方公办	文艺	Kaifeng Vocational College Of Culture And Arts		http://www.kfvcca.com/	
1	河南省	4141014307	河南应用技术职业学院	河南省	郑州市	专科		地方公办	理工	Henan Vocational College Of Applied Technology		http://www.hati.edu.cn/	
1	河南省	4141014308	河南艺术职业学院	河南省	郑州市	专科		地方公办	文艺	Henan Vocational Institute Of Arts		http://www.hnyszyxy.net/	
1	河南省	4141014333	郑州升达经贸管理学院	河南省教育厅	郑州市	本科	民办	民办高校	财经	Zhengzhou Shengda University		http://www.shengda.edu.cn/	
1	河南省	4141014348	河南机电职业学院	河南省	郑州市	专科		地方公办	理工	Henan Mechanical And Electrical Vocational College		http://www.hnjd.edu.cn/	
1	河南省	4141014349	河南护理职业学院	河南省	安阳市	专科		地方公办	医药	Henan Vocational College Of Nursing		http://www.hncedu.cn/	
1	河南省	4141014350	许昌电气职业学院	河南省	许昌市	专科		地方公办	理工	Xuchang Electric Vocational College		http://www.xcevc.cn/	
1	河南省	4141014351	信阳涉外职业技术学院	河南省教育厅	信阳市	专科	民办	民办高校	综合	Xinyang International Vocation Institute		http://www.xyswxy.com	
1	河南省	4141014352	鹤壁汽车工程职业学院	河南省教育厅	鹤壁市	专科	民办	民办高校	理工	Hebi Automobile Engineering Professional College		http://www.hbqcxy.com	
1	河南省	4141014353	南阳职业学院	河南省教育厅	南阳市	专科	民办	民办高校	综合	Nanyang Vocational College		http://www.nyzyxy.com	
1	河南省	4141014380	郑州商贸旅游职业学院	河南省教育厅	郑州市	专科	民办	民办高校	综合	Zhengzhou Vocational College Of Commerce&Tourism		http://www.zzvcct.com/	
1	河南省	4141014382	河南推拿职业学院	河南省	洛阳市	专科		地方公办	医药	Henan Vocational College Of Tuina		http://www.hnzjschool.com	
1	河南省	4141014383	洛阳职业技术学院	河南省	洛阳市	专科		地方公办	综合	Luoyang Polytechnic		http://www.lyvtc.net	
1	河南省	4141014391	郑州幼儿师范高等专科学校	河南省	郑州市	专科		地方公办	师范	Zhengzhou Preschool Education College		http://www.zyedu.org	
1	河南省	4141014392	安阳幼儿师范高等专科学校	河南省	安阳市	专科		地方公办	师范	Anyang Preschool Education College		http://www.ayys.net.cn	
1	河南省	4141014405	郑州黄河护理职业学院	河南省教育厅	郑州市	专科	民办	民办高校	医药	Zhengzhou Yellow River Nursing Vocational College		http://www.zyrnvc.com/	
1	河南省	4141014466	河南医学高等专科学校	河南省	郑州市	专科		地方公办	医药	Henan Medical College		http://www.hamc.edu.cn/	
1	河南省	4141014478	郑州财税金融职业学院	河南省	郑州市	专科		地方公办	财经	Zhengzhou Vocational College Of Finance And Taxation		http://www.zzcsjr.edu.cn/	
1	河南省	4141014479	南阳农业职业学院	河南省	南阳市	专科		地方公办	农林	Nanyang Vocational College Of Agriculture		http://www.nyca.edu.cn/	
1	河南省	4141014480	洛阳科技职业学院	河南省教育厅	洛阳市	专科	民办	民办高校	理工	Luoyang Vocational College Of Science And Technology		http://www.lykjxy.cn/	
1	河南省	4141014529	鹤壁能源化工职业学院	河南省教育厅	鹤壁市	专科	民办	民办高校	理工	Hebi Vocational College Of Energy And Chemistry		http://www.hbnyhgzyxy.com/	
1	河南省	4141014530	平顶山文化艺术职业学院	河南省教育厅	平顶山市	专科	民办	民办高校	文艺	Pingdanshan Vocational College of Culture & Art			
1	河南省	4141014597	濮阳医学高等专科学校	河南省	濮阳市	专科		地方公办	医药	Puyang Medicai College		http://www.pymc.edu.cn/	
1	河南省	4141014598	驻马店幼儿师范高等专科学校	河南省	驻马店市	专科		地方公办	师范	Zhumadian Preschool Education College		http://www.zyz.edu.cn/	
1	河南省	4141014606	三门峡社会管理职业学院	河南省	三门峡市	专科		地方公办	财经	Sanmenxia Vocational College Of Social Management		http://www.smxcsa.edu.cn/	
1	河南省	4141014607	河南轻工职业学院	河南省	郑州市	专科		地方公办	理工	Henan Light Industry Vocational College		http://www.henlivtc.com/	
1	河南省	4141014608	河南测绘职业学院	河南省	郑州市	专科		地方公办	理工	Henan College Of Surveying And Mapping		https://www.hasm.edu.cn/	
1	河南省	4141014634	信阳航空职业学院	河南省教育厅	信阳市	专科	民办	民办高校	综合	Xinyang Aviation Vocational College		http://www.xyhkxy.com/	学校名称：2017->2019年 新增“信阳航空职业学院”
1	河南省	4141014635	郑州卫生健康职业学院	河南省	郑州市	专科		地方公办	医药	Zhengzhou Health Vocational College		http://www.zzhvc.com/	学校名称：2017->2019年 新增“郑州卫生健康职业学院”
1	河南省	4141014636	河南物流职业学院	河南省	新乡市	专科		地方公办	理工	Henan Logistics Vocational College		http://www.hnwlxy.edu.cn/	学校名称：2017->2019年 新增“河南物流职业学院”
1	河南省	4141014637	河南地矿职业学院	河南省	郑州市	专科		地方公办	理工	Henan Geology Mineral College		http://www.hagmc.edu.cn/	学校名称：2017->2019年 新增“河南地矿职业学院”
1	河南省	4141014654	郑州西亚斯学院	河南省教育厅	郑州市	本科	民办	民办高校	综合	Sias University		http://www.sias.edu.cn/	学校名称：2017->2019年 新增“郑州西亚斯学院”
1	河南省	4141014685	郑州亚欧交通职业学院	河南省教育厅	郑州市	专科	中外合作办学及内地与港澳合作办学	中外合作	理工	Zhengzhou Eurasia Jiaotong Vocational College		http://www.zzyaou.edu.cn/	学校名称：2017->2019年 新增“郑州亚欧交通职业学院”（河南省）；主管部门：2019->2020年 “河南省”更改为“河南省教育厅”
1	河南省	4141014711	河南女子职业学院	河南省	新乡市	专科		地方公办	师范	Henan Women'S Vocational College		http://www.henz.edu.cn/	学校名称：2019->2020年 新增“河南女子职业学院”
1	河南省	4141014712	河南对外经济贸易职业学院	河南省	开封市	专科		地方公办	财经	Henan Institute Of Foreign Economic Relations And Trade		http://www.hnwmxy.edu.cn/	学校名称：2019->2020年 新增“河南对外经济贸易职业学院”
1	河南省	4141014713	濮阳石油化工职业技术学院	河南省	濮阳市	专科		地方公办	理工	Puyang Petrochemical Vocational And Technical College		http://www.pypcc.cn/	学校名称：2019->2020年 新增“濮阳石油化工职业技术学院”
1	河南省	4141014714	南阳科技职业学院	河南省	南阳市	专科		地方公办	理工	Nanyang Vocational College Of Science And Technology		http://www.nykjzyxydz.com/	学校名称：2019->2020年 新增“南阳科技职业学院”
1	河南省	4141014715	兰考三农职业学院	河南省	开封市	专科		地方公办	综合	Lankao Vocational College Of San Nong		http://www.lksnzyxy.cn/	学校名称：2019->2020年 新增“兰考三农职业学院”
1	河南省	4141014716	汝州职业技术学院	河南省	平顶山市	专科		地方公办	综合	Ruzhou Vocational And Technical College		http://www.rzvtc.cn/	学校名称：2019->2020年 新增“汝州职业技术学院”
1	河南省	4141014717	林州建筑职业技术学院	河南省教育厅	安阳市	专科	民办	民办高校	理工	Linzhou College Of Architectural Technology		http://www.lcat.edu.cn/	学校名称：2019->2020年 新增“林州建筑职业技术学院”
1	河南省	4141014718	郑州电子商务职业学院	河南省教育厅	郑州市	专科	民办	民办高校	综合	Zhengzhou E- Commerce Vocational College		http://www.zzdsxy.cn	学校名称：2019->2020年 新增“郑州电子商务职业学院”
1	河南省	4141014719	郑州轨道工程职业学院	河南省教育厅	郑州市	专科	民办	民办高校	理工	Zhengzhou University Of Railway Engineering		http://www.zzure.edu.cn/	学校名称：2019->2020年 新增“郑州轨道工程职业学院”
1	河南省	4141014720	郑州体育职业学院	河南省教育厅	郑州市	专科	民办	民办高校	体育	Zhengzhou Physical Education Vocational College		http://www.zhengzhoutiyuan.com/	学校名称：2019->2020年 新增“郑州体育职业学院”
1	河南省	4141014750	洛阳文化旅游职业学院	河南省	洛阳市	专科		地方公办	综合	Luoyang Vocational College Of Culture And Tourism		http://lyvcct.cn/	学校名称：2020->2021年 新增“洛阳文化旅游职业学院”
1	河南省	4141014751	周口文理职业学院	河南省	周口市	专科		地方公办	综合	Zhoukou Vocational College Of Arts And Science		http://www.zkwl.edu.cn/	学校名称：2020->2021年 新增“周口文理职业学院”
1	河南省	4141014752	信阳艺术职业学院	河南省	信阳市	专科		地方公办	文艺	Xinyang Vocational College Of Art		http://www.xyyzyedu.cn/	学校名称：2020->2021年 新增“信阳艺术职业学院”
1	河南省	4141014753	郑州城建职业学院	河南省教育厅	郑州市	专科	民办	民办高校	理工	Zhengzhou Urban Construction Vocational College		https://www.zzucvc.edu.cn/	学校名称：2020->2021年 新增“郑州城建职业学院”
1	河南省	4141014754	郑州医药健康职业学院	河南省教育厅	郑州市	专科	民办	民办高校	医药	Zhengzhou Medicine College		http://www.zzyyedu.com	学校名称：2020->2021年 新增“郑州医药健康职业学院”
1	河南省	4141014789	南阳工艺美术职业学院	河南省	南阳市	专科		地方公办	文艺	Nanyang Arts and Crafts Vocational College		http://www.nygymy.com/	学校名称：2022->2023年 新增“南阳工艺美术职业学院”
1	河南省	4141014790	濮阳科技职业学院	河南省	濮阳市	专科		地方公办	理工	Puyang Vocational College of Science and Technology		http://www.pykjzyxy.com/	学校名称：2022->2023年 新增“濮阳科技职业学院”
1	河南省	4141014791	商丘幼儿师范高等专科学校	河南省	商丘市	专科		地方公办	师范	Shangqiu Preschool Education College			学校名称：2022->2023年 新增“商丘幼儿师范高等专科学校”
1	河南省	4141014792	周口理工职业学院	河南省	周口市	专科		地方公办	综合	Zhoukou Polytechnic Vocational College		http://www.zkpvc.edu.cn/	学校名称：2022->2023年 新增“周口理工职业学院”
1	河南省	4141014793	焦作新材料职业学院	河南省教育厅	焦作市	专科	民办	民办高校	理工	Jiaozuo Vocational College of New Materials			学校名称：2022->2023年 新增“焦作新材料职业学院”
1	河南省	4141014794	开封职业学院	河南省教育厅	开封市	专科	民办	民办高校	综合	Kaifeng Vocational College		http://www.kfvc.edu.cn/	学校名称：2022->2023年 新增“开封职业学院”
1	河南省	4141014795	洛阳商业职业学院	河南省教育厅	洛阳市	专科	民办	民办高校	财经	Luoyang Vocational College of Commerce			学校名称：2022->2023年 新增“洛阳商业职业学院”
1	河南省	4141014796	郑州软件职业技术学院	河南省教育厅	郑州市	专科	民办	民办高校	理工	Zhengzhou Software Vocational and Technical College		http://www.zzsvtc.edu.cn/	学校名称：2022->2023年 新增“郑州软件职业技术学院”
1	河南省	4141014797	郑州智能科技职业学院	河南省教育厅	郑州市	专科	民办	民办高校	理工	Zhengzhou Vocational College of Intelligent Technology		http://www.zzcit.edu.cn/	学校名称：2022->2023年 新增“郑州智能科技职业学院”
1	河南省	4141014812	郑州食品工程职业学院	河南省教育厅	郑州市	专科	民办	民办高校	综合	Zhengzhou Institute of Food Technology			学校名称：2022->2023年 新增“郑州食品工程职业学院”
1	河南省	4141014813	郑州汽车工程职业学院	河南省教育厅	郑州市	专科	民办	民办高校	理工	Zhengzhou Vocational College of Automobile Engineering		https://www.zzvcae.edu.cn	学校名称：2022->2023年 新增“郑州汽车工程职业学院”
1	河南省	4141014831	郑州美术学院	河南省教育厅	郑州市	本科	民办	民办高校	艺术	Zhengzhou Academy of Fine Arts		http://www.estedu.com	学校名称：2022->2023年 新增“郑州美术学院”
1	河南省	4141014861	驻马店农业工程职业学院	河南省	驻马店市	专科		地方公办	农林	Zhumadian Agricultural Engineering Vocational College			学校名称：2023->2024年 新增“驻马店农业工程职业学院”
1	河南省	4141014862	信阳科技职业学院	河南省教育厅	信阳市	专科	民办	民办高校	综合	Xinyang Vocational College of Science and Technology			学校名称：2023->2024年 新增“信阳科技职业学院”
1	河南省	4141014863	信阳工程职业学院	河南省教育厅	信阳市	专科	民办	民办高校	理工	Xinyang Engineering Vocational College			学校名称：2023->2024年 新增“信阳工程职业学院”
1	河南省	4141014864	周口城市职业学院	河南省教育厅	周口市	专科	民办	民办高校	综合	Zhoukou City Vocational College			学校名称：2023->2024年 新增“周口城市职业学院”
1	河南省	4141014865	河南新乡工商职业学院	河南省教育厅	新乡市	专科	民办	民办高校	财经	Henan Xinxiang Vocational College of Industry and Commerce			学校名称：2023->2024年 新增“河南新乡工商职业学院”
1	河南省	4141014879	河南体育学院	河南省	郑州市	本科		地方公办	体育	Henan Sport University			学校名称：2023->2024年 新增“河南体育学院”
1	河南省	4241050709	平顶山职业技术学院	河南省	平顶山市	专科		地方公办	综合	Pingdingshan Vocational And Technical College		http://www.pdszy.edu.cn/	学校名称：2017->2019年 新增“平顶山职业技术学院”
1	湖北省	4142010486	武汉大学	教育部	武汉市	本科		教育部直属	综合	Wuhan University	211，985，双一流	https://www.whu.edu.cn/	
1	湖北省	4142010487	华中科技大学	教育部	武汉市	本科		教育部直属	综合	Huazhong University of Science and Technology	211，985，双一流	https://www.hust.edu.cn/	
1	湖北省	4142010488	武汉科技大学	湖北省	武汉市	本科		地方公办	理工	Wuhan University of Science and Technology		http://www.wust.edu.cn/	
1	湖北省	4142010489	长江大学	湖北省	荆州市	本科		地方公办	综合	Yangtze University		http://www.yangtzeu.edu.cn/	
1	湖北省	4142010490	武汉工程大学	湖北省	武汉市	本科		地方公办	理工	Wuhan Institute of Technology		http://www.wit.edu.cn/	
1	湖北省	4142010491	中国地质大学（武汉）	教育部	武汉市	本科		教育部直属	理工	China University of Geosciences	211，双一流	https://www.cug.edu.cn/	
1	湖北省	4142010495	武汉纺织大学	湖北省	武汉市	本科		地方公办	理工	Wuhan Textile University		http://www.wtu.edu.cn/	
1	湖北省	4142010496	武汉轻工大学	湖北省	武汉市	本科		地方公办	理工	Wuhan Polytechnic University		http://www.whpu.edu.cn/	
1	湖北省	4142010497	武汉理工大学	教育部	武汉市	本科		教育部直属	理工	Wuhan University of Technology	211，双一流	https://www.whut.edu.cn/	
1	湖北省	4142010500	湖北工业大学	湖北省	武汉市	本科		地方公办	理工	Hubei University of Technology		https://www.hbut.edu.cn/	
1	湖北省	4142010504	华中农业大学	教育部	武汉市	本科		教育部直属	农业	Huazhong Agricultural University	211，双一流	https://www.hzau.edu.cn/	
1	湖北省	4142010507	湖北中医药大学	湖北省	武汉市	本科		地方公办	医药	Hubei University of Chinese Medicine		https://www.hbucm.edu.cn/	
1	湖北省	4142010511	华中师范大学	教育部	武汉市	本科		教育部直属	师范	Central China Normal University	211，双一流	https://www.ccnu.edu.cn/	
1	湖北省	4142010512	湖北大学	湖北省	武汉市	本科		地方公办	综合	Hubei University		https://hubu.edu.cn/	
1	湖北省	4142010513	湖北师范大学	湖北省	黄石市	本科		地方公办	师范	Hubei Normal University		https://www.hbnu.edu.cn/	
1	湖北省	4142010514	黄冈师范学院	湖北省	黄冈市	本科		地方公办	师范	Huanggang Normal University		https://www.hgnu.edu.cn/	
1	湖北省	4142010517	湖北民族大学	湖北省	恩施土家族苗族自治州	本科		地方公办	民族	Hubei Minzu University		https://www.hbmzu.edu.cn/	学校名称：2017->2019年 “湖北民族学院”更名为“湖北民族大学”
1	湖北省	4142010518	汉江师范学院	湖北省	十堰市	本科		地方公办	师范	Hanjiang Normal University		http://www.hjnu.edu.cn/	
